client_id,company_code,company_code_description,city,country_code,currency_code,language_code,ktopl,waabw,periv,kokfi,rcomp,address_number,stceg,fikrs,xfmco,xfmcb,xfmca,txjcd,fmhrdate,buvar,fdbuk,xfdis,xvalv,xskfn,kkber,xmwsn,mregl,xgsbe,xgjrv,xkdft,xprod,xeink,xjvaa,xvvwa,xslta,xfdmm,xfdsd,xextb,ebukr,ktop2,umkrs,bukrs_glob,fstva,opvar,xcovr,txkrs,wfvar,xbbbf,xbbbe,xbbba,xbbko,xstdt,mwskv,mwska,impda,xnegp,xkkbi,wt_newwt,pp_pdate,infmt,fstvare,kopim,dkweg,offsacct,bapovar,xcos,xcession,xsplt,surccm,dtprov,dtamtc,dttaxc,dttdsp,dtaxr,xvatdate,pst_per_var,xbbsc,f_obsolete,fm_derive_acc,operation_flag,is_deleted,record_timestamp
50,ID01,Country Template ID,Jakarta,ID,IDR,E,INT,,K4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,ID01,Country Template ID,Jakarta,ID,IDR,E,INT,,K4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,ID01,Country Template ID,Jakarta,ID,IDR,E,INT,,K4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,ID01,Country Template ID,Jakarta,ID,IDR,E,INT,,K4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,ID01,Country Template ID,Jakarta,ID,IDR,E,INT,,K4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
0,IT77,Country Template IT,Italy,IT,EUR,I,,,,,,23051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
1,IT77,Country Template IT,Italy,IT,EUR,I,,,,,,23051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,IT77,Country Template IT,Italy,IT,EUR,I,,,,,,23051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,IT77,Country Template IT,Italy,IT,EUR,I,,,,,,23051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,IT77,Country Template IT,Italy,IT,EUR,I,,,,,,23051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,IT77,Country Template IT,Italy,IT,EUR,I,,,,,,23051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,IT77,Country Template IT,Italy,IT,EUR,E,,,,,,23051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,IT77,Country Template IT,Italy,IT,EUR,E,,,,,,23051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
0,KW01,Country Template KW,Kuwait City,KW,KWD,A,INT,,K4,,KW01,43166.0,,,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
1,KW01,Country Template KW,Kuwait City,KW,KWD,A,INT,,K4,,KW01,43166.0,,,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,KW01,Country Template KW,Kuwait City,KW,KWD,A,INT,,K4,,KW01,43166.0,,,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,KW01,Country Template KW,Kuwait City,KW,KWD,A,INT,,K4,,KW01,43166.0,,,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,KW01,Country Template KW,Kuwait City,KW,KWD,A,INT,,K4,,KW01,43166.0,,,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,KW01,Country Template KW,Kuwait City,KW,KWD,A,INT,,K4,,KW01,43166.0,,,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,KW01,Country Template KW,Kuwait City,KW,KWD,E,INT,,K4,,KW01,43166.0,,,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,KW01,Country Template KW,Kuwait City,KW,KWD,E,INT,,K4,,KW01,43166.0,,,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
0,LV01,Country Template LV,Latvia,,LVL,Y,CALV,,K4,,,23120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
1,LV01,Country Template LV,Latvia,,LVL,Y,CALV,,K4,,,23120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,LV01,Country Template LV,Latvia,,LVL,Y,CALV,,K4,,,23120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,LV01,Country Template LV,Latvia,,LVL,Y,CALV,,K4,,,23120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,LV01,Country Template LV,Latvia,,LVL,Y,CALV,,K4,,,23120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,LV01,Country Template LV,Latvia,,LVL,Y,CALV,,K4,,,23120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,LV01,Country Template LV,Latvia,,LVL,E,CALV,,K4,,,23120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,LV01,Country Template LV,Latvia,,LVL,E,CALV,,K4,,,23120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
0,MX03,Country Template MX,Mexico,MX,MXN,S,,,K4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
1,MX03,Country Template MX,Mexico,MX,MXN,S,,,K4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,MX03,Country Template MX,Mexico,MX,MXN,S,,,K4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,MX03,Country Template MX,Mexico,MX,MXN,S,,,K4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,MX03,Country Template MX,Mexico,MX,MXN,S,,,K4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,MX03,Country Template MX,Mexico,MX,MXN,S,,,K4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,MX03,Country Template MX,Mexico,MX,MXN,E,,,K4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,MX03,Country Template MX,Mexico,MX,MXN,E,,,K4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
0,QA01,Country Template QA,Doha,QA,QAR,E,INT,,K4,,,22912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
1,QA01,Country Template QA,Doha,QA,QAR,E,INT,,K4,,,22912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,QA01,Country Template QA,Doha,QA,QAR,E,INT,,K4,,,22912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,QA01,Country Template QA,Doha,QA,QAR,E,INT,,K4,,,22912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,QA01,Country Template QA,Doha,QA,QAR,E,INT,,K4,,,22912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,QA01,Country Template QA,Doha,QA,QAR,E,INT,,K4,,,22912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,QA01,Country Template QA,Doha,QA,QAR,E,INT,,K4,,,22912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
0,MCA1,MCA Bank Backpack (bal.),Walldorf,DE,USD,D,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
1,MCA1,MCA Bank Backpack (bal.),Walldorf,DE,USD,D,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,MCA1,MCA Bank Backpack (bal.),Walldorf,DE,USD,D,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,MCA1,MCA Bank Backpack (bal.),Walldorf,DE,USD,D,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,MCA1,MCA Bank Backpack (bal.),Walldorf,DE,USD,D,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,MCA1,MCA Bank Backpack (bal.),Walldorf,DE,USD,D,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,MCA1,MCA Bank Backpack (bal.),Walldorf,DE,USD,E,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,MCA1,MCA Bank Backpack (bal.),Walldorf,DE,USD,E,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
0,MCA2,MCA Bank Backpack (doc.),Walldorf,DE,USD,D,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
1,MCA2,MCA Bank Backpack (doc.),Walldorf,DE,USD,D,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,MCA2,MCA Bank Backpack (doc.),Walldorf,DE,USD,D,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,MCA2,MCA Bank Backpack (doc.),Walldorf,DE,USD,D,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,MCA2,MCA Bank Backpack (doc.),Walldorf,DE,USD,D,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,MCA2,MCA Bank Backpack (doc.),Walldorf,DE,USD,D,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,MCA2,MCA Bank Backpack (doc.),Walldorf,DE,USD,E,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,MCA2,MCA Bank Backpack (doc.),Walldorf,DE,USD,E,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
0,MCA3,MCA Bank 4-pack (bal.),Walldorf,DE,CHF,D,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
1,MCA3,MCA Bank 4-pack (bal.),Walldorf,DE,CHF,D,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,MCA3,MCA Bank 4-pack (bal.),Walldorf,DE,CHF,D,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,MCA3,MCA Bank 4-pack (bal.),Walldorf,DE,CHF,D,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,MCA3,MCA Bank 4-pack (bal.),Walldorf,DE,CHF,D,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,MCA3,MCA Bank 4-pack (bal.),Walldorf,DE,CHF,D,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,MCA3,MCA Bank 4-pack (bal.),Walldorf,DE,CHF,E,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,MCA3,MCA Bank 4-pack (bal.),Walldorf,DE,CHF,E,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
0,MCA4,MCA Bank 4-pack (doc.),Walldorf,DE,CHF,D,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
1,MCA4,MCA Bank 4-pack (doc.),Walldorf,DE,CHF,D,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,MCA4,MCA Bank 4-pack (doc.),Walldorf,DE,CHF,D,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,MCA4,MCA Bank 4-pack (doc.),Walldorf,DE,CHF,D,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,MCA4,MCA Bank 4-pack (doc.),Walldorf,DE,CHF,D,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,MCA4,MCA Bank 4-pack (doc.),Walldorf,DE,CHF,D,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,MCA4,MCA Bank 4-pack (doc.),Walldorf,DE,CHF,E,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,MCA4,MCA Bank 4-pack (doc.),Walldorf,DE,CHF,E,BKMG,,K4,2.0,MCA,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,MCA,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
0,0001,SAP A.G.,Walldorf,DE,EUR,D,INT,10.0,K4,2.0,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,1.0,,,,,,V0,A0,1.0,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
1,0001,SAP A.G.,Walldorf,DE,EUR,D,INT,10.0,K4,2.0,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,1.0,,,,,,V0,A0,1.0,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,0001,SAP A.G.,Walldorf,DE,EUR,D,INT,10.0,K4,2.0,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,1.0,,,,,,V0,A0,1.0,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,0001,SAP A.G.,Walldorf,DE,EUR,D,INT,10.0,K4,2.0,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,1.0,,,,,,V0,A0,1.0,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,0001,SAP A.G.,Walldorf,DE,EUR,D,INT,10.0,K4,2.0,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,1.0,,,,,,V0,A0,1.0,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,0001,SAP A.G.,Walldorf,DE,EUR,D,INT,10.0,K4,2.0,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,1.0,,,,,,V0,A0,1.0,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,0001,SAP A.G.,Walldorf,DE,EUR,E,INT,10.0,K4,2.0,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,1.0,,,,,,V0,A0,1.0,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
