client_id,periv,bdatj,bumon,butag,posting_period,reljr,operation_flag,is_deleted,record_timestamp
100,DL,,1,26,26,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,1,26,26,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,1,26,26,0,L,False,2022-01-31 20:43:46.193534+00:00
0,DL,,1,27,27,0,L,False,2022-01-31 20:43:46.193534+00:00
1,DL,,1,27,27,0,L,False,2022-01-31 20:43:46.193534+00:00
50,DL,,1,27,27,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,1,27,27,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,1,27,27,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,1,27,27,0,L,False,2022-01-31 20:43:46.193534+00:00
0,DL,,1,28,28,0,L,False,2022-01-31 20:43:46.193534+00:00
1,DL,,1,28,28,0,L,False,2022-01-31 20:43:46.193534+00:00
50,DL,,1,28,28,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,1,28,28,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,1,28,28,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,1,28,28,0,L,False,2022-01-31 20:43:46.193534+00:00
0,DL,,1,29,29,0,L,False,2022-01-31 20:43:46.193534+00:00
1,DL,,1,29,29,0,L,False,2022-01-31 20:43:46.193534+00:00
50,DL,,1,29,29,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,1,29,29,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,1,29,29,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,1,29,29,0,L,False,2022-01-31 20:43:46.193534+00:00
0,DL,,1,30,30,0,L,False,2022-01-31 20:43:46.193534+00:00
1,DL,,1,30,30,0,L,False,2022-01-31 20:43:46.193534+00:00
50,DL,,1,30,30,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,1,30,30,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,1,30,30,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,1,30,30,0,L,False,2022-01-31 20:43:46.193534+00:00
0,DL,,1,31,31,0,L,False,2022-01-31 20:43:46.193534+00:00
1,DL,,1,31,31,0,L,False,2022-01-31 20:43:46.193534+00:00
50,DL,,1,31,31,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,1,31,31,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,1,31,31,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,1,31,31,0,L,False,2022-01-31 20:43:46.193534+00:00
800,F1,0.0,1,1,1,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,2,2,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,3,3,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,4,4,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,5,5,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,6,6,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,7,7,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,8,8,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,9,9,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,10,10,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,11,11,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,12,12,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,13,13,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,14,14,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,15,15,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,16,16,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,17,17,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,18,18,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,19,19,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,20,20,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,21,21,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,22,22,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,23,23,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,24,24,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,25,25,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,26,26,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,27,27,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,28,28,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,29,29,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,30,30,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0.0,1,31,31,0,L,False,2021-12-23 14:58:49.850096+00:00
100,R1,1993.0,1,31,1,0,I,False,2022-04-21 15:05:23.395339+00:00
100,R1,1994.0,1,31,1,0,I,False,2022-04-21 15:05:23.395339+00:00
100,R1,1995.0,1,31,4,0,I,False,2022-04-21 15:05:23.395339+00:00
0,R1,1993.0,1,31,1,0,L,False,2022-01-31 20:43:46.193534+00:00
0,R1,1994.0,1,31,1,0,L,False,2022-01-31 20:43:46.193534+00:00
0,R1,1995.0,1,31,4,0,L,False,2022-01-31 20:43:46.193534+00:00
1,R1,1993.0,1,31,1,0,L,False,2022-01-31 20:43:46.193534+00:00
1,R1,1994.0,1,31,1,0,L,False,2022-01-31 20:43:46.193534+00:00
1,R1,1995.0,1,31,4,0,L,False,2022-01-31 20:43:46.193534+00:00
50,R1,1993.0,1,31,1,0,L,False,2022-01-31 20:43:46.193534+00:00
50,R1,1994.0,1,31,1,0,L,False,2022-01-31 20:43:46.193534+00:00
50,R1,1995.0,1,31,4,0,L,False,2022-01-31 20:43:46.193534+00:00
100,R1,1993.0,1,31,1,0,L,False,2022-01-31 20:43:46.193534+00:00
100,R1,1994.0,1,31,1,0,L,False,2022-01-31 20:43:46.193534+00:00
100,R1,1995.0,1,31,4,0,L,False,2022-01-31 20:43:46.193534+00:00
200,R1,1993.0,1,31,1,0,L,False,2022-01-31 20:43:46.193534+00:00
200,R1,1994.0,1,31,1,0,L,False,2022-01-31 20:43:46.193534+00:00
200,R1,1995.0,1,31,4,0,L,False,2022-01-31 20:43:46.193534+00:00
250,R1,1993.0,1,31,1,0,L,False,2022-01-31 20:43:46.193534+00:00
250,R1,1994.0,1,31,1,0,L,False,2022-01-31 20:43:46.193534+00:00
250,R1,1995.0,1,31,4,0,L,False,2022-01-31 20:43:46.193534+00:00
800,R1,1994.0,1,31,1,0,L,False,2021-12-23 14:58:49.850096+00:00
800,R1,1996.0,1,31,4,0,L,False,2021-12-23 14:58:49.850096+00:00
800,R1,1997.0,1,31,4,0,L,False,2021-12-23 14:58:49.850096+00:00
800,R1,1998.0,1,31,4,0,L,False,2021-12-23 14:58:49.850096+00:00
800,R1,1995.0,1,31,4,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2006.0,1,1,1,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1995.0,1,1,1,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2005.0,1,2,1,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2000.0,1,2,1,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1994.0,1,2,1,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2010.0,1,3,1,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1999.0,1,3,1,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2009.0,1,4,1,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2004.0,1,4,1,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1998.0,1,4,1,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2003.0,1,5,1,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1997.0,1,5,1,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2002.0,1,6,1,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2008.0,1,6,1,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1996.0,1,7,1,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2001.0,1,7,1,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2007.0,1,7,1,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2006.0,1,8,2,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1995.0,1,8,2,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2000.0,1,9,2,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2005.0,1,9,2,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1994.0,1,9,2,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2010.0,1,10,2,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1999.0,1,10,2,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2004.0,1,11,2,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1998.0,1,11,2,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2009.0,1,11,2,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2003.0,1,12,2,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1997.0,1,12,2,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2002.0,1,13,2,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2008.0,1,13,2,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2001.0,1,14,2,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2007.0,1,14,2,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1996.0,1,14,2,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1995.0,1,15,3,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2006.0,1,15,3,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1994.0,1,16,3,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2005.0,1,16,3,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2000.0,1,16,3,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2010.0,1,17,3,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1999.0,1,17,3,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1998.0,1,18,3,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2004.0,1,18,3,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2009.0,1,18,3,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2003.0,1,19,3,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1997.0,1,19,3,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2008.0,1,20,3,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2002.0,1,20,3,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2007.0,1,21,3,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2001.0,1,21,3,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1996.0,1,21,3,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1995.0,1,22,4,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2006.0,1,22,4,0,L,False,2021-12-23 14:58:49.850096+00:00
