client_id,unit_of_measure,kzex3,kzex6,andec,kzkeh,kzwob,kz1eh,kz2eh,dimid,zaehl,nennr,exp10,addko,expon,decan,isocode,primary,temp_value,temp_unit,famunit,press_val,press_unit,operation_flag,is_deleted,record_timestamp
250,KJM,X,X,,X,,,,MOENER,1000,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,KJM,X,X,,X,,,,MOENER,1000,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,KJM,X,X,,X,,,,MOENER,1000,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,KJM,X,X,,X,,,,MOENER,1000,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,GM,X,X,,X,,,,MOLMAS,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,GM,X,X,,X,,,,MOLMAS,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,GM,X,X,,X,,,,MOLMAS,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,GM,X,X,,X,,,,MOLMAS,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,GM,X,X,,X,,,,MOLMAS,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,GM,X,X,,X,,,,MOLMAS,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,GM,X,X,,X,,,,MOLMAS,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,GM,X,X,,X,,,,MOLMAS,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,GM,X,X,,X,,,,MOLMAS,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,KGM,X,X,,X,,,,MOLMAS,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,KGM,X,X,,X,,,,MOLMAS,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,KGM,X,X,,X,,,,MOLMAS,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,KGM,X,X,,X,,,,MOLMAS,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,KGM,X,X,,X,,,,MOLMAS,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,KGM,X,X,,X,,,,MOLMAS,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,KGM,X,X,,X,,,,MOLMAS,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,KGM,X,X,,X,,,,MOLMAS,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,KGM,X,X,,X,,,,MOLMAS,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,kml,X,X,,,,,,MOLMAS,1,1,-3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,kml,X,X,,,,,,MOLMAS,1,1,-3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,kml,X,X,,,,,,MOLMAS,1,1,-3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,kml,X,X,,,,,,MOLMAS,1,1,-3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,kml,X,X,,,,,,MOLMAS,1,1,-3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,kml,X,X,,,,,,MOLMAS,1,1,-3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,kml,X,X,,,,,,MOLMAS,1,1,-3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,kml,X,X,,,,,,MOLMAS,1,1,-3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,kml,X,X,,,,,,MOLMAS,1,1,-3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,lbl,X,X,,,,,,MOLMAS,1,1,-3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,lbl,X,X,,,,,,MOLMAS,1,1,-3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,lbl,X,X,,,,,,MOLMAS,1,1,-3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,lbl,X,X,,,,,,MOLMAS,1,1,-3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,lbl,X,X,,,,,,MOLMAS,1,1,-3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,lbl,X,X,,,,,,MOLMAS,1,1,-3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,lbl,X,X,,,,,,MOLMAS,1,1,-3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,lbl,X,X,,,,,,MOLMAS,1,1,-3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,lbl,X,X,,,,,,MOLMAS,1,1,-3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,M%,X,X,,,,,,MPROPO,1,100,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,M%,X,X,,,,,,MPROPO,1,100,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,M%,X,X,,,,,,MPROPO,1,100,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,M%,X,X,,,,,,MPROPO,1,100,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,M%,X,X,,,,,,MPROPO,1,100,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,M%,X,X,,,,,,MPROPO,1,100,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,M%,X,X,,,,,,MPROPO,1,100,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,M%,X,X,,,,,,MPROPO,1,100,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,M%,X,X,,,,,,MPROPO,1,100,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,tt,X,X,,,,,,MPROPO,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,tt,X,X,,,,,,MPROPO,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,tt,X,X,,,,,,MPROPO,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,tt,X,X,,,,,,MPROPO,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,tt,X,X,,,,,,MPROPO,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,tt,X,X,,,,,,MPROPO,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,tt,X,X,,,,,,MPROPO,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,tt,X,X,,,,,,MPROPO,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,tt,X,X,,,,,,MPROPO,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,GHG,X,X,,,,,,MPROPO,1,100,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,GHG,X,X,,,,,,MPROPO,1,100,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,GHG,X,X,,,,,,MPROPO,1,100,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,GHG,X,X,,,,,,MPROPO,1,100,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,GHG,X,X,,,,,,MPROPO,1,100,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,GHG,X,X,,,,,,MPROPO,1,100,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,GHG,X,X,,,,,,MPROPO,1,100,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,GHG,X,X,,,,,,MPROPO,1,100,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,GHG,X,X,,,,,,MPROPO,1,100,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,GKG,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,GKG,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,GKG,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,GKG,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,GKG,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,GKG,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,GKG,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,GKG,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,GKG,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,KGK,X,X,,,,,,MPROPO,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,KGK,X,X,,,,,,MPROPO,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,KGK,X,X,,,,,,MPROPO,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,KGK,X,X,,,,,,MPROPO,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,KGK,X,X,,,,,,MPROPO,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,KGK,X,X,,,,,,MPROPO,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,KGK,X,X,,,,,,MPROPO,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,KGK,X,X,,,,,,MPROPO,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,KGK,X,X,,,,,,MPROPO,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,M%O,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,M%O,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,M%O,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,M%O,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,M%O,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,M%O,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,M%O,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,M%O,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,M%O,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,MGG,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,MGG,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,MGG,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,MGG,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MGG,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,MGG,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,MGG,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MGG,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MGG,X,X,,,,,,MPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,MGK,X,X,,,,,,MPROPO,1,1000000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,MGK,X,X,,,,,,MPROPO,1,1000000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,MGK,X,X,,,,,,MPROPO,1,1000000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,MGK,X,X,,,,,,MPROPO,1,1000000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MGK,X,X,,,,,,MPROPO,1,1000000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,MGK,X,X,,,,,,MPROPO,1,1000000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,MGK,X,X,,,,,,MPROPO,1,1000000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MGK,X,X,,,,,,MPROPO,1,1000000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MGK,X,X,,,,,,MPROPO,1,1000000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,MPB,X,X,,,,,,MPROPO,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,MPB,X,X,,,,,,MPROPO,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,MPB,X,X,,,,,,MPROPO,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,MPB,X,X,,,,,,MPROPO,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MPB,X,X,,,,,,MPROPO,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,MPB,X,X,,,,,,MPROPO,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,MPB,X,X,,,,,,MPROPO,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MPB,X,X,,,,,,MPROPO,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MPB,X,X,,,,,,MPROPO,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,MPM,X,X,,,,,,MPROPO,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,MPM,X,X,,,,,,MPROPO,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,MPM,X,X,,,,,,MPROPO,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,MPM,X,X,,,,,,MPROPO,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MPM,X,X,,,,,,MPROPO,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,MPM,X,X,,,,,,MPROPO,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,MPM,X,X,,,,,,MPROPO,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MPM,X,X,,,,,,MPROPO,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MPM,X,X,,,,,,MPROPO,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,MPT,X,X,,,,,,MPROPO,1,1,-12.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,MPT,X,X,,,,,,MPROPO,1,1,-12.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,MPT,X,X,,,,,,MPROPO,1,1,-12.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,MPT,X,X,,,,,,MPROPO,1,1,-12.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MPT,X,X,,,,,,MPROPO,1,1,-12.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,MPT,X,X,,,,,,MPROPO,1,1,-12.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,MPT,X,X,,,,,,MPROPO,1,1,-12.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MPT,X,X,,,,,,MPROPO,1,1,-12.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MPT,X,X,,,,,,MPROPO,1,1,-12.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,kgt,X,X,,,,,,MPROPO,110231131,1,-11.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,kgt,X,X,,,,,,MPROPO,110231131,1,-11.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,kgt,X,X,,,,,,MPROPO,110231131,1,-11.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,kgt,X,X,,,,,,MPROPO,110231131,1,-11.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,kgt,X,X,,,,,,MPROPO,110231131,1,-11.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,kgt,X,X,,,,,,MPROPO,110231131,1,-11.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,kgt,X,X,,,,,,MPROPO,110231131,1,-11.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,kgt,X,X,,,,,,MPROPO,110231131,1,-11.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,kgt,X,X,,,,,,MPROPO,110231131,1,-11.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,lbt,X,X,,,,,,MPROPO,5,1,-4.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,lbt,X,X,,,,,,MPROPO,5,1,-4.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,lbt,X,X,,,,,,MPROPO,5,1,-4.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,lbt,X,X,,,,,,MPROPO,5,1,-4.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,lbt,X,X,,,,,,MPROPO,5,1,-4.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,lbt,X,X,,,,,,MPROPO,5,1,-4.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,lbt,X,X,,,,,,MPROPO,5,1,-4.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,lbt,X,X,,,,,,MPROPO,5,1,-4.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,lbt,X,X,,,,,,MPROPO,5,1,-4.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,PMR,X,X,,X,,,,PERMEA,1,1,,,,3.0,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,PMR,X,X,,X,,,,PERMEA,1,1,,,,3.0,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,PMR,X,X,,X,,,,PERMEA,1,1,,,,3.0,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,PMR,X,X,,X,,,,PERMEA,1,1,,,,3.0,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,PMR,X,X,,X,,,,PERMEA,1,1,,,,3.0,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,PMR,X,X,,X,,,,PERMEA,1,1,,,,3.0,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,PMR,X,X,,X,,,,PERMEA,1,1,,,,3.0,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,PMR,X,X,,X,,,,PERMEA,1,1,,,,3.0,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,PMR,X,X,,X,,,,PERMEA,1,1,,,,3.0,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,PRM,X,X,,X,,,,PERMEA,1,6000000,,,,3.0,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,PRM,X,X,,X,,,,PERMEA,1,6000000,,,,3.0,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,PRM,X,X,,X,,,,PERMEA,1,6000000,,,,3.0,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,PRM,X,X,,X,,,,PERMEA,1,6000000,,,,3.0,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,PRM,X,X,,X,,,,PERMEA,1,6000000,,,,3.0,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,PRM,X,X,,X,,,,PERMEA,1,6000000,,,,3.0,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,PRM,X,X,,X,,,,PERMEA,1,6000000,,,,3.0,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,PRM,X,X,,X,,,,PERMEA,1,6000000,,,,3.0,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,PRM,X,X,,X,,,,PERMEA,1,6000000,,,,3.0,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,P,X,X,,X,,,,POINTS,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,P,X,X,,X,,,,POINTS,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,P,X,X,,X,,,,POINTS,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,P,X,X,,X,,,,POINTS,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,P,X,X,,X,,,,POINTS,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,P,X,X,,X,,,,POINTS,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,P,X,X,,X,,,,POINTS,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,P,X,X,,X,,,,POINTS,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,P,X,X,,X,,,,POINTS,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,%,X,X,,X,,,,PROPOR,1,100,,,,,P1,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,%,X,X,,X,,,,PROPOR,1,100,,,,,P1,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,%,X,X,,X,,,,PROPOR,1,100,,,,,P1,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,%,X,X,,X,,,,PROPOR,1,100,,,,,P1,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,%,X,X,,X,,,,PROPOR,1,100,,,,,P1,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,%,X,X,,X,,,,PROPOR,1,100,,,,,P1,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,%,X,X,,X,,,,PROPOR,1,100,,,,,P1,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,%,X,X,,X,,,,PROPOR,1,100,,,,,P1,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,%,X,X,,X,,,,PROPOR,1,100,,,,,P1,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,1,X,X,,,,,,PROPOR,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,1,X,X,,,,,,PROPOR,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,1,X,X,,,,,,PROPOR,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,1,X,X,,,,,,PROPOR,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,1,X,X,,,,,,PROPOR,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,1,X,X,,,,,,PROPOR,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,1,X,X,,,,,,PROPOR,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,1,X,X,,,,,,PROPOR,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,1,X,X,,,,,,PROPOR,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,%O,X,X,,X,,,,PROPOR,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,%O,X,X,,X,,,,PROPOR,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,%O,X,X,,X,,,,PROPOR,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,%O,X,X,,X,,,,PROPOR,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,%O,X,X,,X,,,,PROPOR,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,%O,X,X,,X,,,,PROPOR,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,%O,X,X,,X,,,,PROPOR,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,%O,X,X,,X,,,,PROPOR,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,%O,X,X,,X,,,,PROPOR,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,PPB,X,X,,X,,,,PROPOR,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,PPB,X,X,,X,,,,PROPOR,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,PPB,X,X,,X,,,,PROPOR,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,PPB,X,X,,X,,,,PROPOR,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,PPB,X,X,,X,,,,PROPOR,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,PPB,X,X,,X,,,,PROPOR,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,PPB,X,X,,X,,,,PROPOR,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,PPB,X,X,,X,,,,PROPOR,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,PPB,X,X,,X,,,,PROPOR,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
0,PPM,X,X,,X,,,,PROPOR,1,1,-6.0,,,,59,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
1,PPM,X,X,,X,,,,PROPOR,1,1,-6.0,,,,59,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
50,PPM,X,X,,X,,,,PROPOR,1,1,-6.0,,,,59,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
