client_id,material_number,plant_code,saleable_inventory,open_order_qty,net_available,awd,woc,woc_low_flag
100,C0000017,3000,2113.0,25.0,2088.0,16.958333333333332,123.12530712530713,False
100,C0000017,4000,2113.0,109.0,2004.0,16.958333333333332,118.17199017199017,False
100,C0000017,5000,1953.0,31.0,1922.0,25.708333333333332,74.76175040518639,False
100,C0000018,1000,1876.0,25.0,1851.0,5.166666666666667,358.258064516129,False
100,C0000018,2000,1924.0,26.0,1898.0,3.1666666666666665,599.3684210526316,False
100,C0000018,3000,2288.0,14.0,2274.0,9.25,245.83783783783784,False
100,C0000018,4000,2299.0,79.0,2220.0,8.791666666666666,252.51184834123225,False
100,C0000018,5000,2200.0,10.0,2190.0,14.875,147.2268907563025,False
100,C0000019,1000,0.0,8.0,0.0,,,False
100,C0000019,2000,0.0,0.0,0.0,,,False
100,C0000020,1000,0.0,0.0,0.0,,,False
100,C0000020,2000,0.0,0.0,0.0,,,False
100,C0000021,1000,0.0,0.0,0.0,,,False
100,C0000021,2000,0.0,0.0,0.0,,,False
100,C0000022,1000,0.0,0.0,0.0,,,False
100,C0000022,2000,0.0,0.0,0.0,,,False
100,C0000023,1000,0.0,0.0,0.0,,,False
100,C0000023,2000,0.0,0.0,0.0,,,False
100,C0000024,1000,0.0,0.0,0.0,,,False
100,C0000024,2000,0.0,0.0,0.0,,,False
100,C0000025,1000,77.0,0.0,77.0,0.9583333333333334,80.34782608695652,False
100,C0000025,2000,0.0,0.0,0.0,,,False
100,C0000026,1000,100.0,11.0,89.0,,,False
100,C0000026,2000,0.0,0.0,0.0,,,False
100,C0000027,1000,0.0,1.0,0.0,,,False
100,C0000027,2000,0.0,0.0,0.0,,,False
100,C0000028,1000,0.0,0.0,0.0,,,False
100,C0000028,2000,0.0,0.0,0.0,,,False
100,C0000029,1000,0.0,0.0,0.0,,,False
100,C0000029,2000,0.0,0.0,0.0,,,False
100,C0000030,1000,0.0,0.0,0.0,,,False
100,C0000030,2000,0.0,0.0,0.0,,,False
100,C0000031,1000,100.0,11.0,89.0,,,False
100,C0000031,2000,0.0,0.0,0.0,,,False
100,C0000032,1000,0.0,0.0,0.0,,,False
100,C0000032,2000,0.0,0.0,0.0,,,False
100,C0000033,1000,1125.0,39.0,1086.0,41.5,26.16867469879518,False
100,C0000033,2000,1983.0,23.0,1960.0,7.166666666666667,273.48837209302326,False
100,C0000033,3000,2211.0,36.0,2175.0,16.958333333333332,128.25552825552828,False
100,C0000033,4000,2180.0,76.0,2104.0,18.041666666666668,116.6189376443418,False
100,C0000033,5000,2194.0,34.0,2160.0,18.291666666666668,118.08656036446469,False
100,C0000034,1000,1964.0,54.0,1910.0,6.541666666666667,291.97452229299364,False
100,C0000034,2000,2054.0,17.0,2037.0,4.0,509.25,False
100,C0000034,3000,2298.0,34.0,2264.0,13.375,169.2710280373832,False
100,C0000034,4000,2274.0,67.0,2207.0,14.291666666666666,154.42565597667638,False
100,C0000034,5000,2315.0,18.0,2297.0,12.666666666666666,181.3421052631579,False
100,C0000035,1000,0.0,0.0,0.0,,,False
100,C0000035,2000,0.0,0.0,0.0,,,False
100,C0000036,1000,0.0,0.0,0.0,,,False
100,C0000036,2000,0.0,0.0,0.0,,,False
100,C0000037,1000,0.0,0.0,0.0,,,False
100,C0000037,2000,0.0,0.0,0.0,,,False
100,C0000038,1000,90.0,0.0,90.0,0.4166666666666667,216.0,False
100,C0000038,2000,0.0,0.0,0.0,,,False
100,C0000039,1000,1917.0,19.0,1898.0,3.4583333333333335,548.8192771084338,False
100,C0000039,2000,1921.0,23.0,1898.0,3.2916666666666665,576.6075949367089,False
100,C0000039,3000,2201.0,19.0,2182.0,13.125,166.24761904761905,False
100,C0000039,4000,2212.0,46.0,2166.0,12.541666666666666,172.7043189368771,False
100,C0000039,5000,2202.0,24.0,2178.0,13.083333333333334,166.47133757961782,False
100,C0000040,1000,3964.0,19.0,3945.0,1.5,2630.0,False
100,C0000040,2000,3980.0,4.0,3976.0,0.8333333333333334,4771.2,False
100,C0000040,3000,2486.0,4.0,2482.0,0.5833333333333334,4254.857142857142,False
100,C0000040,4000,2476.0,48.0,2428.0,1.0,2428.0,False
100,C0000040,5000,2460.0,0.0,2460.0,2.125,1157.6470588235295,False
100,C0000041,1000,0.0,0.0,0.0,,,False
100,C0000041,2000,0.0,0.0,0.0,,,False
100,C0000042,1000,0.0,0.0,0.0,,,False
100,C0000042,2000,0.0,0.0,0.0,,,False
100,C0000043,1000,0.0,0.0,0.0,,,False
100,C0000043,2000,0.0,0.0,0.0,,,False
100,C0000044,1000,1944.0,20.0,1924.0,2.3333333333333335,824.5714285714286,False
100,C0000044,2000,1945.0,14.0,1931.0,2.2916666666666665,842.6181818181818,False
100,C0000044,3000,2346.0,8.0,2338.0,6.75,346.3703703703704,False
100,C0000044,4000,2343.0,41.0,2302.0,6.708333333333333,343.1552795031056,False
100,C0000044,5000,2336.0,12.0,2324.0,7.583333333333333,306.46153846153845,False
100,C0000045,1000,1909.0,29.0,1880.0,3.7916666666666665,495.8241758241758,False
100,C0000045,2000,1916.0,24.0,1892.0,3.5,540.5714285714286,False
100,C0000045,3000,2197.0,16.0,2181.0,13.291666666666666,164.08777429467085,False
100,C0000045,4000,2200.0,96.0,2104.0,12.833333333333334,163.94805194805195,False
100,C0000045,5000,2176.0,24.0,2152.0,14.5,148.41379310344828,False
100,C0000046,1000,0.0,0.0,0.0,,,False
100,C0000046,2000,0.0,0.0,0.0,,,False
100,C0000046,4000,0.0,0.0,0.0,,,False
100,C0000046,5000,0.0,0.0,0.0,,,False
100,C0000047,1000,0.0,0.0,0.0,,,False
100,C0000047,2000,0.0,0.0,0.0,,,False
100,C0000048,1000,0.0,0.0,0.0,,,False
100,C0000048,2000,0.0,0.0,0.0,,,False
100,C0000049,1000,0.0,0.0,0.0,,,False
100,C0000049,2000,0.0,0.0,0.0,,,False
100,C0000050,1000,0.0,0.0,0.0,,,False
100,C0000050,2000,0.0,0.0,0.0,,,False
100,C0000051,1000,0.0,0.0,0.0,,,False
100,C0000051,2000,0.0,0.0,0.0,,,False
100,C0000052,1000,0.0,0.0,0.0,,,False
100,C0000052,2000,0.0,0.0,0.0,,,False
100,C0000053,1000,95.0,0.0,95.0,0.20833333333333334,456.0,False
100,C0000053,2000,0.0,0.0,0.0,,,False
100,C0000054,1000,0.0,0.0,0.0,,,False
100,C0000054,2000,0.0,0.0,0.0,,,False
100,C0000055,1000,0.0,0.0,0.0,,,False
100,C0000055,2000,0.0,0.0,0.0,,,False
100,C0000056,1000,0.0,0.0,0.0,,,False
100,C0000056,2000,0.0,0.0,0.0,,,False
100,C0000057,1000,0.0,0.0,0.0,,,False
100,C0000057,2000,0.0,0.0,0.0,,,False
100,C0000058,1000,0.0,0.0,0.0,,,False
100,C0000058,2000,0.0,0.0,0.0,,,False
100,C0000059,1000,0.0,125.0,0.0,104.58333333333333,0.0,True
100,C0000059,2000,1991.0,0.0,1991.0,0.375,5309.333333333333,False
100,C0000059,3000,2494.0,110.0,2384.0,0.25,9536.0,False
100,C0000059,4000,2479.0,163.0,2316.0,0.875,2646.8571428571427,False
100,C0000059,5000,2476.0,10.0,2466.0,1.4583333333333333,1690.9714285714288,False
100,C0000060,1000,1829.0,48.0,1781.0,7.125,249.96491228070175,False
100,C0000060,2000,1929.0,6.0,1923.0,2.9583333333333335,650.0281690140845,False
100,C0000060,3000,2141.0,20.0,2121.0,15.791666666666666,134.311345646438,False
100,C0000060,4000,2146.0,47.0,2099.0,15.166666666666666,138.3956043956044,False
100,C0000060,5000,2119.0,30.0,2089.0,16.666666666666668,125.33999999999999,False
100,C0000061,1000,0.0,0.0,0.0,,,False
100,C0000061,2000,0.0,0.0,0.0,,,False
100,C0000062,1000,0.0,0.0,0.0,,,False
100,C0000062,2000,0.0,0.0,0.0,,,False
100,C0000063,1000,0.0,0.0,0.0,,,False
100,C0000063,2000,0.0,0.0,0.0,,,False
100,C0000064,1000,0.0,0.0,0.0,,,False
100,C0000064,2000,0.0,0.0,0.0,,,False
100,C0000065,1000,0.0,0.0,0.0,,,False
100,C0000065,2000,0.0,0.0,0.0,,,False
100,C0000066,1000,0.0,0.0,0.0,,,False
100,C0000066,2000,0.0,0.0,0.0,,,False
100,C0000067,1000,0.0,0.0,0.0,,,False
100,C0000067,2000,0.0,0.0,0.0,,,False
100,C0000068,1000,1367.0,34.0,1333.0,26.375,50.540284360189574,False
100,C0000068,2000,1925.0,20.0,1905.0,3.5416666666666665,537.8823529411765,False
100,C0000068,3000,2150.0,20.0,2130.0,15.416666666666666,138.16216216216216,False
100,C0000068,4000,2160.0,20.0,2140.0,14.583333333333334,146.74285714285713,False
100,C0000068,5000,2165.0,30.0,2135.0,14.958333333333334,142.72980501392757,False
100,C0000069,1000,1707.0,27.0,1680.0,13.041666666666666,128.81789137380193,False
100,C0000069,2000,1985.0,11.0,1974.0,0.625,3158.4,False
100,C0000069,3000,2495.0,17.0,2478.0,4.541666666666667,545.6146788990825,False
100,C0000069,4000,2489.0,71.0,2418.0,4.75,509.05263157894734,False
100,C0000069,5000,2487.0,13.0,2474.0,5.166666666666667,478.83870967741933,False
100,C0000070,1000,1145.0,38.0,1107.0,35.833333333333336,30.89302325581395,False
100,C0000070,2000,3897.0,24.0,3873.0,5.25,737.7142857142857,False
100,C0000070,3000,2312.0,16.0,2296.0,12.583333333333334,182.46357615894038,False
100,C0000070,4000,2332.0,39.0,2293.0,11.5,199.3913043478261,False
100,C0000070,5000,2300.0,2529.0,0.0,13.166666666666666,0.0,True
100,C0000071,1000,0.0,0.0,0.0,,,False
100,C0000071,2000,0.0,0.0,0.0,,,False
100,C0000072,1000,0.0,0.0,0.0,,,False
100,C0000072,2000,0.0,0.0,0.0,,,False
100,C0000073,1000,0.0,0.0,0.0,,,False
100,C0000073,2000,0.0,0.0,0.0,,,False
100,C0000074,1000,95.0,0.0,95.0,0.20833333333333334,456.0,False
100,C0000074,2000,0.0,0.0,0.0,,,False
100,C0000075,1000,0.0,0.0,0.0,,,False
100,C0000075,2000,0.0,0.0,0.0,,,False
100,C0000076,1000,82.0,16.0,66.0,1.8333333333333333,36.0,False
100,C0000076,2000,145.0,0.0,145.0,0.20833333333333334,696.0,False
100,C0000077,1000,558.0,2043.0,0.0,84.08333333333333,0.0,True
100,C0000077,2000,112.0,3.0,109.0,5.75,18.956521739130434,False
100,C0000078,1000,0.0,0.0,0.0,,,False
100,C0000079,1000,0.0,0.0,0.0,,,False
100,C0000080,1000,0.0,0.0,0.0,,,False
100,C0000081,1000,0.0,0.0,0.0,,,False
100,C0000082,1000,0.0,0.0,0.0,,,False
200,000000000000000178,0006,7463.0,4417.0,3046.0,,,False
200,000000000000000178,3105,5523.0,4635.0,888.0,,,False
200,000000000000000178,3300,6189.0,3467.0,2722.0,,,False
200,000000000000000178,3500,8777.0,5624.0,3153.0,,,False
200,000000000000000178,3750,10864.0,6245.0,4619.0,,,False
200,000000000000000178,3800,8677.0,8579.0,98.0,,,False
200,1400-400,0006,183.0,214.0,0.0,,,False
200,1400-400,3105,730.0,620.0,110.0,,,False
200,1400-400,3300,643.0,554.0,89.0,,,False
200,1400-400,3500,543.0,437.0,106.0,,,False
200,1400-400,3750,763.0,935.0,0.0,,,False
200,1400-400,3800,1492.0,1246.0,246.0,,,False
200,AD_ROU,3105,3030.0,114.0,2916.0,,,False
200,AD_ROU,3300,691.0,46.0,645.0,,,False
200,AD_ROU,3500,5564.0,241.0,5323.0,,,False
200,AD_ROU,3750,23474.0,843.0,22631.0,,,False
200,AD_ROU,3800,11049.0,334.0,10715.0,,,False
200,CE_EXC_CLAMP,0006,85208.0,598.0,84610.0,,,False
200,CE_EXC_CLAMP,3105,177832.0,1469.0,176363.0,,,False
200,CE_EXC_CLAMP,3300,105462.0,1074.0,104388.0,,,False
200,CE_EXC_CLAMP,3500,217003.0,1746.0,215257.0,,,False
200,CE_EXC_CLAMP,3750,470313.0,2751.0,467562.0,,,False
200,CE_EXC_CLAMP,3800,714657.0,3850.0,710807.0,,,False
200,CE_EXC_TRENCH_48,0006,2372.0,190.0,2182.0,,,False
200,CE_EXC_TRENCH_48,3105,803.0,102.0,701.0,,,False
200,CE_EXC_TRENCH_48,3300,2497.0,235.0,2262.0,,,False
200,CE_EXC_TRENCH_48,3500,1577.0,145.0,1432.0,,,False
200,CE_EXC_TRENCH_48,3800,156.0,46.0,110.0,,,False
200,COPY_OVER,0006,323.0,32.0,291.0,,,False
200,COPY_OVER,3105,5218.0,258.0,4960.0,,,False
200,COPY_OVER,3300,3934.0,271.0,3663.0,,,False
200,COPY_OVER,3500,372.0,43.0,329.0,,,False
200,COPY_OVER,3750,143.0,33.0,110.0,,,False
200,COPY_OVER,3800,546.0,46.0,500.0,,,False
200,DE_SPARE,0006,3778139.0,5478.0,3772661.0,,,False
200,DE_SPARE,3105,37706.0,5477.0,32229.0,,,False
200,DE_SPARE,3300,4220897.0,5335.0,4215562.0,,,False
200,DE_SPARE,3500,4367105.0,5708.0,4361397.0,,,False
200,DE_SPARE,3750,7234420.0,9818.0,7224602.0,,,False
200,DE_SPARE,3800,263776.0,10629.0,253147.0,,,False
200,DE_SPARE1,0006,3982.0,393.0,3589.0,,,False
200,DE_SPARE1,3105,3739.0,453.0,3286.0,,,False
200,DE_SPARE1,3300,7926.0,794.0,7132.0,,,False
200,DE_SPARE1,3500,4225.0,443.0,3782.0,,,False
200,DE_SPARE1,3750,19804.0,1688.0,18116.0,,,False
200,DE_SPARE1,3800,11556.0,1080.0,10476.0,,,False
200,DE_SPARE_VS2,0006,13479.0,508.0,12971.0,,,False
200,DE_SPARE_VS2,3105,21529.0,808.0,20721.0,,,False
200,DE_SPARE_VS2,3300,17630.0,672.0,16958.0,,,False
200,DE_SPARE_VS2,3500,2590.0,786.0,1804.0,,,False
200,DE_SPARE_VS2,3750,61513.0,2043.0,59470.0,,,False
200,DE_SPARE_VS2,3800,33136.0,905.0,32231.0,,,False
200,DE_SPARE_VS5,0006,6548.0,298.0,6250.0,,,False
200,DE_SPARE_VS5,3105,6183.0,379.0,5804.0,,,False
200,DE_SPARE_VS5,3300,24510.0,995.0,23515.0,,,False
200,DE_SPARE_VS5,3500,9015.0,463.0,8552.0,,,False
200,DE_SPARE_VS5,3750,34745.0,1761.0,32984.0,,,False
200,DE_SPARE_VS5,3800,25193.0,1260.0,23933.0,,,False
200,EXP012,0006,23369.0,593.0,22776.0,,,False
200,EXP012,3105,31687.0,579.0,31108.0,,,False
200,EXP012,3300,7155.0,193.0,6962.0,,,False
200,EXP012,3500,11533.0,285.0,11248.0,,,False
200,EXP012,3750,15363.0,274.0,15089.0,,,False
200,EXP012,3800,57262.0,993.0,56269.0,,,False
200,GTS-30001,0006,17921.0,229.0,17692.0,,,False
200,GTS-30001,3000,33435.0,542.0,32893.0,,,False
200,GTS-30001,3105,22568.0,327.0,22241.0,,,False
200,GTS-30001,3300,19247.0,398.0,18849.0,,,False
200,GTS-30001,3500,5320.0,163.0,5157.0,,,False
200,GTS-30001,3750,25000.0,493.0,24507.0,,,False
200,GTS-30001,3800,1024.0,68.0,956.0,,,False
200,GTS-30002,0006,64.0,28.0,36.0,,,False
200,GTS-30002,3000,40936.0,461.0,40475.0,,,False
200,GTS-30002,3750,29697.0,339.0,29358.0,,,False
200,GTS-30002,3800,20005.0,408.0,19597.0,,,False
200,GTS-30003,0006,4180.0,1690.0,2490.0,,,False
200,GTS-30003,3000,1504.0,506.0,998.0,,,False
200,GTS-30003,3105,2282.0,1227.0,1055.0,,,False
200,GTS-30003,3300,4111.0,2085.0,2026.0,,,False
200,GTS-30003,3500,1662.0,962.0,700.0,,,False
200,GTS-30003,3750,6012.0,2625.0,3387.0,,,False
200,GTS-30003,3800,5967.0,2407.0,3560.0,,,False
200,GTS-30004,3000,24325.0,461.0,23864.0,,,False
200,GTS-30004,3800,6964.0,192.0,6772.0,,,False
200,GTS-30005,3000,30606.0,461.0,30145.0,,,False
200,GTS-30005,3750,4154.0,148.0,4006.0,,,False
200,GTS-30006,3000,30493.0,461.0,30032.0,,,False
200,GTS-30006,3750,109.0,66.0,43.0,,,False
200,GTS-30007,0006,15433.0,235.0,15198.0,,,False
200,GTS-30007,3000,41917.0,461.0,41456.0,,,False
200,GTS-30007,3105,9336.0,166.0,9170.0,,,False
200,GTS-30007,3300,36691.0,448.0,36243.0,,,False
200,GTS-30007,3500,16436.0,294.0,16142.0,,,False
200,GTS-30007,3750,22651.0,405.0,22246.0,,,False
200,GTS-30007,3800,5644.0,118.0,5526.0,,,False
200,HT-0001,0006,1945.0,81.0,1864.0,,,False
200,HT-0001,3500,6627.0,204.0,6423.0,,,False
200,HT-0001,3750,11236.0,438.0,10798.0,,,False
200,HT-0001,3800,18736.0,688.0,18048.0,,,False
200,HT-1000,0006,11290.0,407.0,10883.0,,,False
200,HT-1000,3105,1878.0,93.0,1785.0,,,False
200,HT-1000,3750,9614.0,370.0,9244.0,,,False
200,HT-1000,3800,21321.0,787.0,20534.0,,,False
200,HT-1001,0006,1567.0,163.0,1404.0,,,False
200,HT-1001,3105,426.0,54.0,372.0,,,False
200,HT-1001,3300,3374.0,216.0,3158.0,,,False
200,HT-1001,3500,1711.0,131.0,1580.0,,,False
200,HT-1001,3800,650.0,108.0,542.0,,,False
200,HT-1010,0006,11971.0,314.0,11657.0,,,False
200,HT-1010,3105,9616.0,282.0,9334.0,,,False
200,HT-1010,3300,13415.0,377.0,13038.0,,,False
200,HT-1010,3500,7213.0,206.0,7007.0,,,False
200,HT-1010,3750,21376.0,491.0,20885.0,,,False
200,HT-1010,3800,35037.0,997.0,34040.0,,,False
200,HT-1011,0006,682.0,76.0,606.0,,,False
200,HT-1011,3105,3155.0,242.0,2913.0,,,False
200,HT-1011,3300,41.0,30.0,11.0,,,False
200,HT-1011,3500,1661.0,197.0,1464.0,,,False
200,HT-1011,3750,1597.0,128.0,1469.0,,,False
200,HT-1011,3800,75.0,36.0,39.0,,,False
200,HT-1012,0006,3828.0,167.0,3661.0,,,False
200,HT-1012,3300,2983.0,130.0,2853.0,,,False
200,HT-1012,3500,3267.0,125.0,3142.0,,,False
200,HT-1012,3750,5809.0,316.0,5493.0,,,False
200,HT-1012,3800,14762.0,522.0,14240.0,,,False
200,HT-1061,0006,17451.0,398.0,17053.0,,,False
200,HT-1061,3105,13320.0,350.0,12970.0,,,False
200,HT-1061,3300,29042.0,535.0,28507.0,,,False
200,HT-1061,3500,16571.0,339.0,16232.0,,,False
200,HT-1061,3750,10822.0,190.0,10632.0,,,False
200,HT-1061,3800,19342.0,516.0,18826.0,,,False
200,HT-1064,0006,3117.0,212.0,2905.0,,,False
200,HT-1064,3105,1312.0,126.0,1186.0,,,False
200,HT-1064,3750,2455.0,178.0,2277.0,,,False
200,HT-1064,3800,4423.0,420.0,4003.0,,,False
200,HT-1091,0006,2196.0,179.0,2017.0,,,False
200,HT-1091,3105,560.0,63.0,497.0,,,False
200,HT-1091,3300,1705.0,119.0,1586.0,,,False
200,HT-1091,3500,1718.0,177.0,1541.0,,,False
200,HT-1091,3750,1988.0,162.0,1826.0,,,False
200,HT-1091,3800,1922.0,150.0,1772.0,,,False
200,HT-1106,3750,3254.0,311.0,2943.0,,,False
200,HT-1106,3800,3097.0,324.0,2773.0,,,False
200,HT-1111,3300,463.0,66.0,397.0,,,False
200,HT-1111,3500,17.0,23.0,0.0,,,False
200,HT-1111,3750,3702.0,287.0,3415.0,,,False
200,HT-1111,3800,7892.0,536.0,7356.0,,,False
200,HT-1114,0006,9148.0,369.0,8779.0,,,False
200,HT-1114,3105,1385.0,94.0,1291.0,,,False
200,HT-1114,3750,9834.0,456.0,9378.0,,,False
200,HT-1114,3800,21261.0,678.0,20583.0,,,False
200,HT-1140,0006,2576.0,101.0,2475.0,,,False
200,HT-1140,3300,5482.0,200.0,5282.0,,,False
200,HT-1140,3500,6538.0,232.0,6306.0,,,False
200,HT-1140,3750,28144.0,752.0,27392.0,,,False
200,HT-1140,3800,15367.0,515.0,14852.0,,,False
200,HT-1142,3500,1029.0,78.0,951.0,,,False
200,HT-1142,3750,4554.0,271.0,4283.0,,,False
200,HT-1142,3800,3884.0,268.0,3616.0,,,False
200,HT-1148,0006,831.0,99.0,732.0,,,False
200,HT-1148,3105,2037.0,218.0,1819.0,,,False
200,HT-1148,3800,3197.0,421.0,2776.0,,,False
200,IMC_9100,0006,487.0,443.0,44.0,,,False
200,IMC_9100,3105,280.0,365.0,0.0,,,False
200,IMC_9100,3300,548.0,503.0,45.0,,,False
200,IMC_9100,3500,532.0,498.0,34.0,,,False
200,IMC_9100,3750,2079.0,1271.0,808.0,,,False
200,IMC_9100,3800,1779.0,1313.0,466.0,,,False
200,IMC_9350,0006,86.0,127.0,0.0,,,False
200,IMC_9350,3105,158.0,150.0,8.0,,,False
200,IMC_9350,3300,270.0,345.0,0.0,,,False
200,IMC_9350,3500,421.0,410.0,11.0,,,False
200,IMC_9350,3750,1267.0,966.0,301.0,,,False
200,IMC_9350,3800,98.0,1348.0,0.0,,,False
200,M-01,0006,331.0,82.0,249.0,,,False
200,M-01,3105,8052.0,218.0,7834.0,,,False
200,M-01,3750,1425.0,97.0,1328.0,,,False
200,M-01,3800,9989.0,338.0,9651.0,,,False
200,M-03,0006,926.0,95.0,831.0,,,False
200,M-03,3105,162.0,53.0,109.0,,,False
200,M-03,3750,4127.0,233.0,3894.0,,,False
200,M-03,3800,4538.0,385.0,4153.0,,,False
200,MAT0005,0006,845787.0,2113.0,843674.0,,,False
200,MAT0005,3105,723633.0,2166.0,721467.0,,,False
200,MAT0005,3300,662471.0,2250.0,660221.0,,,False
200,MAT0005,3500,669185.0,1733.0,667452.0,,,False
200,MAT0005,3750,1581458.0,4778.0,1576680.0,,,False
200,MAT0005,3800,1375036.0,4181.0,1370855.0,,,False
200,MAT0006,0006,441857.0,1616.0,440241.0,,,False
200,MAT0006,3105,746950.0,2102.0,744848.0,,,False
200,MAT0006,3300,797917.0,1810.0,796107.0,,,False
200,MAT0006,3500,783098.0,2788.0,780310.0,,,False
200,MAT0006,3750,11888.0,4753.0,7135.0,,,False
200,MAT0006,3800,11961.0,3677.0,8284.0,,,False
200,MAT0007,0006,3093.0,202.0,2891.0,,,False
200,MAT0007,3105,432.0,64.0,368.0,,,False
200,MAT0007,3750,1672.0,120.0,1552.0,,,False
200,MAT0007,3800,10206.0,580.0,9626.0,,,False
200,MATERIALS,0006,643909.0,2189.0,641720.0,,,False
200,MATERIALS,3105,70590.0,2554.0,68036.0,,,False
200,MATERIALS,3300,1050809.0,2824.0,1047985.0,,,False
200,MATERIALS,3500,275925.0,2717.0,273208.0,,,False
200,MATERIALS,3750,1300951.0,4533.0,1296418.0,,,False
200,MATERIALS,3800,1577601.0,3992.0,1573609.0,,,False
200,P300404,0006,41683.0,727.0,40956.0,,,False
200,P300404,3105,49551.0,610.0,48941.0,,,False
200,P300404,3300,46349.0,785.0,45564.0,,,False
200,P300404,3500,38963.0,531.0,38432.0,,,False
200,P300404,3750,46473.0,622.0,45851.0,,,False
200,P300404,3800,35590.0,657.0,34933.0,,,False
200,POS_PR,0006,1102.0,130.0,972.0,,,False
200,POS_PR,1000,12.0,25.0,0.0,,,False
200,POS_PR,3105,578.0,82.0,496.0,,,False
200,POS_PR,3300,1212.0,124.0,1088.0,,,False
200,POS_PR,3800,3089.0,274.0,2815.0,,,False
200,PROD302,3100,2036.0,2000.0,36.0,,,False
200,R-1001,1200,1702.0,184.0,1518.0,,,False
200,R-1111,1200,1772.0,184.0,1588.0,,,False
200,R-1120,1200,1378.0,184.0,1194.0,,,False
200,R-1130,1200,3280.0,184.0,3096.0,,,False
200,R-1130,3200,7137.0,300.0,6837.0,,,False
200,R-1130,3500,4786.0,193.0,4593.0,,,False
200,R-1130,3750,6551.0,366.0,6185.0,,,False
200,R-1130,3800,1655.0,207.0,1448.0,,,False
200,R-1140,1200,1217.0,184.0,1033.0,,,False
200,R-1150,1200,1321.0,184.0,1137.0,,,False
200,R-1160,0006,29533.0,489.0,29044.0,,,False
200,R-1160,1200,9134.0,184.0,8950.0,,,False
200,R-1160,3105,7506.0,174.0,7332.0,,,False
200,R-1160,3200,15037.0,300.0,14737.0,,,False
200,R-1160,3300,3758.0,86.0,3672.0,,,False
200,R-1160,3750,71396.0,963.0,70433.0,,,False
200,R-1160,3800,94501.0,1431.0,93070.0,,,False
200,R-1170,1200,1053.0,184.0,869.0,,,False
200,S-1301,3300,956.0,94.0,862.0,,,False
200,S-1301,3500,1448.0,171.0,1277.0,,,False
200,S-1301,3750,1360.0,174.0,1186.0,,,False
200,S235JR,1000,260.0,71.0,189.0,,,False
200,S235JR,3800,8.0,8.0,0.0,,,False
