client_id,material_number,plant_code,shipment_week,quantity_shipped
100,C0000002,3000,2022-03-28,322.0
100,C0000002,4000,2022-01-31,44.0
100,C0000002,4000,2022-03-07,6.0
100,C0000002,4000,2022-03-14,18.0
100,C0000002,4000,2022-03-21,72.0
100,C0000002,4000,2022-03-28,305.0
100,C0000002,4000,2022-04-04,8.0
100,C0000002,5000,2022-01-24,2.0
100,C0000002,5000,2022-01-31,44.0
100,C0000002,5000,2022-03-07,5.0
100,C0000002,5000,2022-03-14,36.0
100,C0000002,5000,2022-03-21,133.0
100,C0000002,5000,2022-03-28,441.0
100,C0000002,5000,2022-04-04,4.0
100,C0000003,1000,2022-03-21,100.0
100,C0000004,1000,2022-03-21,100.0
100,C0000005,1000,2022-03-21,90.0
100,C0000006,1000,2022-03-21,99.0
100,C0000016,1000,2022-03-14,23.0
100,C0000016,1000,2022-03-21,92.0
100,C0000016,1000,2022-03-28,63.0
100,C0000016,2000,2022-03-14,39.0
100,C0000016,2000,2022-03-21,51.0
100,C0000016,2000,2022-03-28,37.0
100,C0000016,3000,2022-03-14,19.0
100,C0000016,3000,2022-03-21,67.0
100,C0000016,3000,2022-03-28,356.0
100,C0000016,4000,2022-03-14,16.0
100,C0000016,4000,2022-03-21,63.0
100,C0000016,4000,2022-03-28,358.0
100,C0000016,4000,2022-04-04,8.0
100,C0000016,5000,2022-03-21,101.0
100,C0000016,5000,2022-03-28,424.0
100,C0000016,5000,2022-04-04,8.0
100,C0000017,1000,2022-03-14,27.0
100,C0000017,1000,2022-03-21,71.0
100,C0000017,1000,2022-03-28,36.0
100,C0000017,1000,2022-04-04,4.0
100,C0000017,2000,2022-03-14,35.0
100,C0000017,2000,2022-03-21,46.0
100,C0000017,2000,2022-03-28,20.0
100,C0000017,2000,2022-04-04,8.0
100,C0000017,3000,2022-03-14,16.0
100,C0000017,3000,2022-03-21,63.0
100,C0000017,3000,2022-03-28,328.0
100,C0000017,4000,2022-03-14,28.0
100,C0000017,4000,2022-03-21,58.0
100,C0000017,4000,2022-03-28,321.0
100,C0000017,5000,2022-03-14,56.0
100,C0000017,5000,2022-03-21,92.0
100,C0000017,5000,2022-03-28,463.0
100,C0000017,5000,2022-04-04,6.0
100,C0000018,1000,2022-03-14,23.0
100,C0000018,1000,2022-03-21,81.0
100,C0000018,1000,2022-03-28,20.0
100,C0000018,2000,2022-03-14,33.0
100,C0000018,2000,2022-03-21,33.0
100,C0000018,2000,2022-03-28,10.0
100,C0000018,3000,2022-03-14,20.0
100,C0000018,3000,2022-03-21,37.0
100,C0000018,3000,2022-03-28,165.0
100,C0000018,4000,2022-03-14,23.0
100,C0000018,4000,2022-03-21,33.0
100,C0000018,4000,2022-03-28,155.0
100,C0000018,5000,2022-03-14,46.0
100,C0000018,5000,2022-03-21,55.0
100,C0000018,5000,2022-03-28,252.0
100,C0000018,5000,2022-04-04,4.0
100,C0000025,1000,2022-03-21,23.0
100,C0000033,1000,2022-01-10,10.0
100,C0000033,1000,2022-01-17,2.0
100,C0000033,1000,2022-02-28,1.0
100,C0000033,1000,2022-03-07,11.0
100,C0000033,1000,2022-03-14,111.0
100,C0000033,1000,2022-03-21,60.0
100,C0000033,1000,2022-03-28,27.0
100,C0000033,1000,2022-04-11,770.0
100,C0000033,1000,2022-04-18,4.0
100,C0000033,2000,2022-03-07,5.0
100,C0000033,2000,2022-03-14,40.0
100,C0000033,2000,2022-03-21,103.0
100,C0000033,2000,2022-03-28,24.0
100,C0000033,3000,2022-01-24,57.0
100,C0000033,3000,2022-03-07,5.0
100,C0000033,3000,2022-03-14,8.0
100,C0000033,3000,2022-03-21,79.0
100,C0000033,3000,2022-03-28,254.0
100,C0000033,3000,2022-04-04,4.0
100,C0000033,4000,2022-01-31,54.0
100,C0000033,4000,2022-03-07,5.0
100,C0000033,4000,2022-03-14,59.0
100,C0000033,4000,2022-03-21,63.0
100,C0000033,4000,2022-03-28,252.0
100,C0000033,5000,2022-01-31,54.0
100,C0000033,5000,2022-03-07,5.0
100,C0000033,5000,2022-03-14,32.0
100,C0000033,5000,2022-03-21,108.0
100,C0000033,5000,2022-03-28,237.0
100,C0000033,5000,2022-04-04,3.0
100,C0000034,1000,2022-01-10,10.0
100,C0000034,1000,2022-03-07,9.0
100,C0000034,1000,2022-03-14,67.0
100,C0000034,1000,2022-03-21,53.0
100,C0000034,1000,2022-03-28,18.0
100,C0000034,2000,2022-01-17,4.0
100,C0000034,2000,2022-03-07,5.0
100,C0000034,2000,2022-03-14,22.0
100,C0000034,2000,2022-03-21,51.0
100,C0000034,2000,2022-03-28,14.0
100,C0000034,3000,2022-01-24,47.0
100,C0000034,3000,2022-03-07,5.0
100,C0000034,3000,2022-03-14,7.0
100,C0000034,3000,2022-03-21,66.0
100,C0000034,3000,2022-03-28,196.0
100,C0000034,4000,2022-01-31,44.0
100,C0000034,4000,2022-03-07,5.0
100,C0000034,4000,2022-03-14,15.0
100,C0000034,4000,2022-03-21,85.0
100,C0000034,4000,2022-03-28,194.0
100,C0000034,5000,2022-01-31,44.0
100,C0000034,5000,2022-03-07,5.0
100,C0000034,5000,2022-03-14,30.0
100,C0000034,5000,2022-03-21,41.0
100,C0000034,5000,2022-03-28,184.0
100,C0000038,1000,2022-03-21,10.0
100,C0000039,1000,2022-03-14,8.0
100,C0000039,1000,2022-03-21,51.0
100,C0000039,1000,2022-03-28,16.0
100,C0000039,1000,2022-04-04,8.0
100,C0000039,2000,2022-03-14,17.0
100,C0000039,2000,2022-03-21,43.0
100,C0000039,2000,2022-03-28,19.0
100,C0000039,3000,2022-03-14,10.0
100,C0000039,3000,2022-03-21,49.0
100,C0000039,3000,2022-03-28,251.0
100,C0000039,3000,2022-04-04,5.0
100,C0000039,4000,2022-03-14,10.0
100,C0000039,4000,2022-03-21,49.0
100,C0000039,4000,2022-03-28,242.0
100,C0000039,5000,2022-03-14,20.0
100,C0000039,5000,2022-03-21,48.0
100,C0000039,5000,2022-03-28,246.0
100,C0000040,1000,2022-03-14,23.0
100,C0000040,1000,2022-03-21,13.0
100,C0000040,2000,2022-03-14,12.0
100,C0000040,2000,2022-03-21,8.0
100,C0000040,3000,2022-03-14,8.0
100,C0000040,3000,2022-03-21,6.0
100,C0000040,4000,2022-03-14,16.0
100,C0000040,4000,2022-03-21,8.0
100,C0000040,5000,2022-03-14,32.0
100,C0000040,5000,2022-03-21,11.0
100,C0000040,5000,2022-03-28,8.0
100,C0000044,1000,2022-03-14,10.0
100,C0000044,1000,2022-03-21,34.0
100,C0000044,1000,2022-03-28,12.0
100,C0000044,2000,2022-03-14,17.0
100,C0000044,2000,2022-03-21,26.0
100,C0000044,2000,2022-03-28,12.0
100,C0000044,3000,2022-03-14,11.0
100,C0000044,3000,2022-03-21,23.0
100,C0000044,3000,2022-03-28,128.0
100,C0000044,4000,2022-03-14,11.0
100,C0000044,4000,2022-03-21,30.0
100,C0000044,4000,2022-03-28,120.0
100,C0000044,5000,2022-03-14,22.0
100,C0000044,5000,2022-03-21,34.0
100,C0000044,5000,2022-03-28,126.0
100,C0000045,1000,2022-03-14,16.0
100,C0000045,1000,2022-03-21,46.0
100,C0000045,1000,2022-03-28,29.0
100,C0000045,2000,2022-03-14,24.0
100,C0000045,2000,2022-03-21,44.0
100,C0000045,2000,2022-03-28,16.0
100,C0000045,3000,2022-03-14,16.0
100,C0000045,3000,2022-03-21,52.0
100,C0000045,3000,2022-03-28,251.0
100,C0000045,4000,2022-03-14,24.0
100,C0000045,4000,2022-03-21,44.0
100,C0000045,4000,2022-03-28,232.0
100,C0000045,4000,2022-04-04,8.0
100,C0000045,5000,2022-03-14,48.0
100,C0000045,5000,2022-03-21,61.0
100,C0000045,5000,2022-03-28,239.0
100,C0000053,1000,2022-03-21,5.0
100,C0000059,1000,2022-03-14,1588.0
100,C0000059,1000,2022-03-21,397.0
100,C0000059,1000,2022-04-04,525.0
100,C0000059,2000,2022-03-14,9.0
100,C0000059,3000,2022-03-14,6.0
100,C0000059,4000,2022-03-14,21.0
100,C0000059,5000,2022-03-14,24.0
100,C0000059,5000,2022-03-21,11.0
100,C0000060,1000,2022-03-14,42.0
100,C0000060,1000,2022-03-21,85.0
100,C0000060,1000,2022-03-28,44.0
100,C0000060,2000,2022-03-14,12.0
100,C0000060,2000,2022-03-21,50.0
100,C0000060,2000,2022-03-28,9.0
100,C0000060,3000,2022-03-14,8.0
100,C0000060,3000,2022-03-21,65.0
100,C0000060,3000,2022-03-28,306.0
100,C0000060,4000,2022-03-14,9.0
100,C0000060,4000,2022-03-21,55.0
100,C0000060,4000,2022-03-28,300.0
100,C0000060,5000,2022-03-14,36.0
100,C0000060,5000,2022-03-21,67.0
100,C0000060,5000,2022-03-28,297.0
100,C0000068,1000,2022-03-14,44.0
100,C0000068,1000,2022-03-21,59.0
100,C0000068,1000,2022-03-28,25.0
100,C0000068,1000,2022-04-04,5.0
100,C0000068,1000,2022-04-11,500.0
100,C0000068,2000,2022-03-14,15.0
100,C0000068,2000,2022-03-21,45.0
100,C0000068,2000,2022-03-28,25.0
100,C0000068,3000,2022-03-14,10.0
100,C0000068,3000,2022-03-21,50.0
100,C0000068,3000,2022-03-28,310.0
100,C0000068,4000,2022-03-21,50.0
100,C0000068,4000,2022-03-28,300.0
100,C0000068,5000,2022-03-21,59.0
100,C0000068,5000,2022-03-28,300.0
100,C0000069,1000,2022-03-14,266.0
100,C0000069,1000,2022-03-21,40.0
100,C0000069,1000,2022-03-28,7.0
100,C0000069,2000,2022-03-14,3.0
100,C0000069,2000,2022-03-21,9.0
100,C0000069,2000,2022-03-28,3.0
100,C0000069,3000,2022-01-24,57.0
100,C0000069,3000,2022-03-07,5.0
100,C0000069,3000,2022-03-14,7.0
100,C0000069,3000,2022-03-21,10.0
100,C0000069,3000,2022-03-28,30.0
100,C0000069,4000,2022-01-31,54.0
100,C0000069,4000,2022-03-07,5.0
100,C0000069,4000,2022-03-14,16.0
100,C0000069,4000,2022-03-21,9.0
100,C0000069,4000,2022-03-28,30.0
100,C0000069,5000,2022-01-31,54.0
100,C0000069,5000,2022-03-07,5.0
100,C0000069,5000,2022-03-14,18.0
100,C0000069,5000,2022-03-21,18.0
100,C0000069,5000,2022-03-28,29.0
100,C0000070,1000,2022-03-14,137.0
100,C0000070,1000,2022-03-21,76.0
100,C0000070,1000,2022-03-28,23.0
100,C0000070,1000,2022-04-04,4.0
100,C0000070,1000,2022-04-11,620.0
100,C0000070,2000,2022-03-14,86.0
100,C0000070,2000,2022-03-21,32.0
100,C0000070,2000,2022-03-28,8.0
100,C0000070,3000,2022-01-24,47.0
100,C0000070,3000,2022-02-14,15.0
100,C0000070,3000,2022-03-07,5.0
100,C0000070,3000,2022-03-14,11.0
100,C0000070,3000,2022-03-21,40.0
100,C0000070,3000,2022-03-28,184.0
100,C0000070,4000,2022-01-31,39.0
100,C0000070,4000,2022-02-14,15.0
100,C0000070,4000,2022-03-07,5.0
100,C0000070,4000,2022-03-14,7.0
100,C0000070,4000,2022-03-21,34.0
100,C0000070,4000,2022-03-28,174.0
100,C0000070,4000,2022-04-04,2.0
100,C0000070,5000,2022-01-31,44.0
100,C0000070,5000,2022-02-14,15.0
100,C0000070,5000,2022-03-07,5.0
100,C0000070,5000,2022-03-14,28.0
100,C0000070,5000,2022-03-21,44.0
100,C0000070,5000,2022-03-28,176.0
100,C0000070,5000,2022-04-04,4.0
100,C0000074,1000,2022-03-21,5.0
100,C0000076,1000,2022-01-10,9.0
100,C0000076,1000,2022-01-17,2.0
100,C0000076,1000,2022-01-24,5.0
100,C0000076,1000,2022-02-07,2.0
100,C0000076,1000,2022-02-28,1.0
100,C0000076,1000,2022-03-07,10.0
100,C0000076,1000,2022-03-14,5.0
100,C0000076,1000,2022-03-21,5.0
100,C0000076,1000,2022-03-28,5.0
100,C0000076,2000,2022-03-07,5.0
100,C0000077,1000,2022-01-10,10.0
100,C0000077,1000,2022-01-17,2.0
100,C0000077,1000,2022-01-24,10.0
100,C0000077,1000,2022-02-14,5.0
100,C0000077,1000,2022-02-21,25.0
100,C0000077,1000,2022-02-28,98.0
100,C0000077,1000,2022-03-07,376.0
100,C0000077,1000,2022-03-14,264.0
100,C0000077,1000,2022-03-21,605.0
100,C0000077,1000,2022-03-28,453.0
100,C0000077,1000,2022-04-04,115.0
100,C0000077,1000,2022-04-11,55.0
100,C0000077,2000,2022-01-24,4.0
100,C0000077,2000,2022-01-31,37.0
100,C0000077,2000,2022-02-07,12.0
100,C0000077,2000,2022-02-14,1.0
100,C0000077,2000,2022-03-07,5.0
100,C0000077,2000,2022-03-21,46.0
100,C0000077,2000,2022-03-28,33.0
250,000000000000000022,1000,2020-02-03,10.0
250,000000000000000022,1000,2020-04-06,10.0
250,000000001028118297,1000,2020-02-03,8.0
250,000000001028118297,1000,2020-04-06,6.0
250,000000001028118297,1000,2022-02-28,2.0
250,000000003331839971,1000,2020-02-03,4.0
250,000000003331839971,1000,2020-04-06,4.0
250,000000003331839971,1000,2022-02-21,3.0
250,000000003331839971,1000,2022-02-28,16.0
250,000000003331839971,2100,2022-02-07,13.0
250,000000008360373865,1000,2022-02-07,60.0
250,000000008360373865,1100,2022-02-07,60.0
250,000000008360373865,2000,2022-02-07,180.0
250,000000008360373865,2100,2022-02-21,60.0
250,1028118297C,1000,2022-01-17,100.0
250,1028118297C,1000,2022-01-24,32.0
250,1028118297C,1100,2022-01-24,20.0
250,1028118297C,2000,2022-01-24,21.0
250,1028118297C,2000,2022-02-07,60.0
250,8360373865C,1000,2019-02-25,4.0
250,8360373865C,1000,2022-01-17,25.0
250,8360373865C,1000,2022-01-24,25.0
250,8360373865C,1000,2022-02-07,1.0
250,8360373865C,1000,2022-02-21,52.0
250,8360373865C,1000,2022-02-28,13.0
250,8360373865C,1000,2022-03-21,2.0
250,8360373865C,1100,2022-02-07,42.0
250,8360373865C,2000,2022-01-17,30.0
250,8360373865C,2000,2022-01-24,15.0
250,TEST,1000,2022-01-17,19.0
50,000000000000000004,1000,2022-01-03,6.0
50,000000000000000004,1000,2022-01-10,12.0
50,C0000001,1000,2022-01-10,10.0
50,C0000001,1000,2022-01-17,10.0
50,C0000001,1000,2022-02-07,9.0
50,C0000001,1000,2022-02-14,3.0
50,C0000001,1000,2022-02-21,58.0
50,C0000001,1000,2022-02-28,5.0
50,C0000001,1000,2022-03-07,90.0
50,C0000001,1000,2022-03-14,236.0
50,C0000001,1000,2022-03-21,639.0
50,C0000001,1000,2022-03-28,230.0
50,C0000001,1000,2022-04-04,94.0
50,C0000001,1000,2022-04-11,20.0
50,C0000001,2000,2022-01-17,2.0
50,C0000001,2000,2022-02-07,5.0
50,C0000001,2000,2022-03-07,6.0
50,C0000001,2000,2022-03-14,38.0
50,C0000001,2000,2022-03-21,50.0
50,C0000001,2000,2022-03-28,46.0
50,C0000001,3000,2022-01-24,82.0
50,C0000001,3000,2022-03-07,6.0
50,C0000001,3000,2022-03-14,9.0
50,C0000001,3000,2022-03-21,68.0
50,C0000001,3000,2022-03-28,581.0
50,C0000001,4000,2022-01-31,64.0
50,C0000001,4000,2022-03-07,10.0
50,C0000001,4000,2022-03-14,23.0
50,C0000001,4000,2022-03-21,81.0
50,C0000001,4000,2022-03-28,598.0
50,C0000001,4000,2022-04-04,41.0
50,C0000001,5000,2022-01-24,4.0
50,C0000001,5000,2022-01-31,54.0
50,C0000001,5000,2022-03-07,6.0
50,C0000001,5000,2022-03-14,47.0
50,C0000001,5000,2022-03-21,340.0
50,C0000001,5000,2022-03-28,898.0
50,C0000001,5000,2022-04-04,48.0
50,C0000001,5000,2022-04-11,600.0
50,C0000002,1000,2022-01-10,9.0
50,C0000002,1000,2022-02-21,58.0
50,C0000002,1000,2022-02-28,12.0
50,C0000002,1000,2022-03-07,90.0
50,C0000002,1000,2022-03-14,24.0
50,C0000002,1000,2022-03-21,1144.0
50,C0000002,1000,2022-03-28,212.0
50,C0000002,1000,2022-04-04,6.0
50,C0000002,2000,2022-01-17,4.0
50,C0000002,2000,2022-03-07,5.0
50,C0000002,2000,2022-03-14,36.0
50,C0000002,2000,2022-03-21,65.0
50,C0000002,2000,2022-03-28,104.0
50,C0000002,3000,2022-01-24,61.0
50,C0000002,3000,2022-03-07,5.0
50,C0000002,3000,2022-03-14,14.0
50,C0000002,3000,2022-03-21,66.0
50,C0000002,3000,2022-03-28,1436.0
50,C0000002,4000,2022-01-31,44.0
50,C0000002,4000,2022-03-07,6.0
50,C0000002,4000,2022-03-14,18.0
50,C0000002,4000,2022-03-21,82.0
50,C0000002,4000,2022-03-28,1342.0
50,C0000002,4000,2022-04-04,24.0
50,C0000002,5000,2022-01-24,2.0
50,C0000002,5000,2022-01-31,44.0
50,C0000002,5000,2022-03-07,5.0
50,C0000002,5000,2022-03-14,36.0
50,C0000002,5000,2022-03-21,635.0
50,C0000002,5000,2022-03-28,1759.0
50,C0000002,5000,2022-04-04,16.0
50,C0000003,1000,2022-03-21,400.0
50,C0000004,1000,2022-03-21,685.0
50,C0000005,1000,2022-03-21,90.0
50,C0000006,1000,2022-03-21,99.0
50,C0000016,1000,2022-03-14,23.0
50,C0000016,1000,2022-03-21,101.0
50,C0000016,1000,2022-03-28,201.0
50,C0000016,2000,2022-03-14,39.0
50,C0000016,2000,2022-03-21,60.0
50,C0000016,2000,2022-03-28,136.0
50,C0000016,3000,2022-03-14,19.0
50,C0000016,3000,2022-03-21,72.0
50,C0000016,3000,2022-03-28,1582.0
50,C0000016,4000,2022-03-14,16.0
50,C0000016,4000,2022-03-21,63.0
50,C0000016,4000,2022-03-28,1598.0
50,C0000016,4000,2022-04-04,26.0
50,C0000016,5000,2022-03-21,453.0
50,C0000016,5000,2022-03-28,1949.0
50,C0000016,5000,2022-04-04,32.0
50,C0000017,1000,2022-03-14,27.0
50,C0000017,1000,2022-03-21,77.0
50,C0000017,1000,2022-03-28,124.0
50,C0000017,1000,2022-04-04,16.0
50,C0000017,2000,2022-03-14,35.0
50,C0000017,2000,2022-03-21,52.0
50,C0000017,2000,2022-03-28,80.0
50,C0000017,2000,2022-04-04,32.0
50,C0000017,3000,2022-03-14,16.0
50,C0000017,3000,2022-03-21,67.0
50,C0000017,3000,2022-03-28,1434.0
50,C0000017,4000,2022-03-14,28.0
50,C0000017,4000,2022-03-21,70.0
50,C0000017,4000,2022-03-28,1432.0
50,C0000017,5000,2022-03-14,56.0
50,C0000017,5000,2022-03-21,344.0
50,C0000017,5000,2022-03-28,1903.0
50,C0000017,5000,2022-04-04,24.0
50,C0000018,1000,2022-03-14,23.0
50,C0000018,1000,2022-03-21,97.0
50,C0000018,1000,2022-03-28,65.0
50,C0000018,2000,2022-03-14,33.0
50,C0000018,2000,2022-03-21,48.0
50,C0000018,2000,2022-03-28,40.0
50,C0000018,3000,2022-03-14,20.0
50,C0000018,3000,2022-03-21,42.0
50,C0000018,3000,2022-03-28,725.0
50,C0000018,4000,2022-03-14,23.0
50,C0000018,4000,2022-03-21,33.0
50,C0000018,4000,2022-03-28,685.0
50,C0000018,5000,2022-03-14,46.0
50,C0000018,5000,2022-03-21,263.0
50,C0000018,5000,2022-03-28,1094.0
50,C0000018,5000,2022-04-04,16.0
50,C0000025,1000,2022-03-21,23.0
50,C0000033,1000,2022-01-10,10.0
50,C0000033,1000,2022-01-17,2.0
50,C0000033,1000,2022-02-28,1.0
50,C0000033,1000,2022-03-07,11.0
50,C0000033,1000,2022-03-14,111.0
50,C0000033,1000,2022-03-21,75.0
50,C0000033,1000,2022-03-28,84.0
50,C0000033,1000,2022-04-11,3090.0
50,C0000033,1000,2022-04-18,16.0
50,C0000033,2000,2022-03-07,5.0
50,C0000033,2000,2022-03-14,40.0
50,C0000033,2000,2022-03-21,103.0
50,C0000033,2000,2022-03-28,91.0
50,C0000033,3000,2022-01-24,57.0
50,C0000033,3000,2022-03-07,5.0
50,C0000033,3000,2022-03-14,8.0
50,C0000033,3000,2022-03-21,82.0
50,C0000033,3000,2022-03-28,1134.0
50,C0000033,3000,2022-04-04,8.0
50,C0000033,4000,2022-01-31,54.0
50,C0000033,4000,2022-03-07,5.0
50,C0000033,4000,2022-03-14,59.0
50,C0000033,4000,2022-03-21,64.0
50,C0000033,4000,2022-03-28,1070.0
50,C0000033,5000,2022-01-31,54.0
50,C0000033,5000,2022-03-07,5.0
50,C0000033,5000,2022-03-14,32.0
50,C0000033,5000,2022-03-21,215.0
50,C0000033,5000,2022-03-28,977.0
50,C0000033,5000,2022-04-04,12.0
50,C0000034,1000,2022-01-10,10.0
50,C0000034,1000,2022-03-07,9.0
50,C0000034,1000,2022-03-14,67.0
50,C0000034,1000,2022-03-21,68.0
50,C0000034,1000,2022-03-28,72.0
50,C0000034,2000,2022-01-17,4.0
50,C0000034,2000,2022-03-07,5.0
50,C0000034,2000,2022-03-14,22.0
50,C0000034,2000,2022-03-21,78.0
50,C0000034,2000,2022-03-28,56.0
50,C0000034,3000,2022-01-24,47.0
50,C0000034,3000,2022-03-07,5.0
50,C0000034,3000,2022-03-14,7.0
50,C0000034,3000,2022-03-21,76.0
50,C0000034,3000,2022-03-28,868.0
50,C0000034,4000,2022-01-31,44.0
50,C0000034,4000,2022-03-07,5.0
50,C0000034,4000,2022-03-14,15.0
50,C0000034,4000,2022-03-21,85.0
50,C0000034,4000,2022-03-28,844.0
50,C0000034,5000,2022-01-31,44.0
50,C0000034,5000,2022-03-07,5.0
50,C0000034,5000,2022-03-14,30.0
50,C0000034,5000,2022-03-21,141.0
50,C0000034,5000,2022-03-28,748.0
50,C0000038,1000,2022-03-21,10.0
50,C0000039,1000,2022-03-14,8.0
50,C0000039,1000,2022-03-21,51.0
50,C0000039,1000,2022-03-28,64.0
50,C0000039,1000,2022-04-04,32.0
50,C0000039,2000,2022-03-14,17.0
50,C0000039,2000,2022-03-21,58.0
50,C0000039,2000,2022-03-28,76.0
50,C0000039,3000,2022-03-14,10.0
50,C0000039,3000,2022-03-21,49.0
50,C0000039,3000,2022-03-28,1123.0
50,C0000039,3000,2022-04-04,10.0
50,C0000039,4000,2022-03-14,10.0
50,C0000039,4000,2022-03-21,52.0
50,C0000039,4000,2022-03-28,1026.0
50,C0000039,5000,2022-03-14,20.0
50,C0000039,5000,2022-03-21,118.0
50,C0000039,5000,2022-03-28,982.0
50,C0000040,1000,2022-03-14,23.0
50,C0000040,1000,2022-03-21,13.0
50,C0000040,2000,2022-03-14,12.0
50,C0000040,2000,2022-03-21,8.0
50,C0000040,3000,2022-03-14,8.0
50,C0000040,3000,2022-03-21,6.0
50,C0000040,4000,2022-03-14,16.0
50,C0000040,4000,2022-03-21,8.0
50,C0000040,5000,2022-03-14,32.0
50,C0000040,5000,2022-03-21,66.0
50,C0000040,5000,2022-03-28,8.0
50,C0000044,1000,2022-03-14,10.0
50,C0000044,1000,2022-03-21,34.0
50,C0000044,1000,2022-03-28,48.0
50,C0000044,2000,2022-03-14,17.0
50,C0000044,2000,2022-03-21,26.0
50,C0000044,2000,2022-03-28,48.0
50,C0000044,3000,2022-03-14,11.0
50,C0000044,3000,2022-03-21,23.0
50,C0000044,3000,2022-03-28,568.0
50,C0000044,4000,2022-03-14,11.0
50,C0000044,4000,2022-03-21,30.0
50,C0000044,4000,2022-03-28,504.0
50,C0000044,5000,2022-03-14,22.0
50,C0000044,5000,2022-03-21,126.0
50,C0000044,5000,2022-03-28,502.0
50,C0000045,1000,2022-03-14,16.0
50,C0000045,1000,2022-03-21,46.0
50,C0000045,1000,2022-03-28,91.0
50,C0000045,2000,2022-03-14,24.0
50,C0000045,2000,2022-03-21,68.0
50,C0000045,2000,2022-03-28,64.0
50,C0000045,3000,2022-03-14,16.0
50,C0000045,3000,2022-03-21,57.0
50,C0000045,3000,2022-03-28,1107.0
50,C0000045,4000,2022-03-14,24.0
50,C0000045,4000,2022-03-21,44.0
50,C0000045,4000,2022-03-28,983.0
50,C0000045,4000,2022-04-04,16.0
50,C0000045,5000,2022-03-14,48.0
50,C0000045,5000,2022-03-21,204.0
50,C0000045,5000,2022-03-28,953.0
50,C0000053,1000,2022-03-21,5.0
50,C0000059,1000,2022-03-14,1588.0
50,C0000059,1000,2022-03-21,447.0
50,C0000059,1000,2022-04-04,525.0
50,C0000059,2000,2022-03-14,9.0
50,C0000059,3000,2022-03-14,6.0
50,C0000059,4000,2022-03-14,21.0
50,C0000059,5000,2022-03-14,24.0
50,C0000059,5000,2022-03-21,99.0
50,C0000060,1000,2022-03-14,42.0
50,C0000060,1000,2022-03-21,98.0
50,C0000060,1000,2022-03-28,113.0
50,C0000060,2000,2022-03-14,12.0
50,C0000060,2000,2022-03-21,50.0
50,C0000060,2000,2022-03-28,36.0
50,C0000060,3000,2022-03-14,8.0
50,C0000060,3000,2022-03-21,86.0
50,C0000060,3000,2022-03-28,1366.0
50,C0000060,4000,2022-03-14,9.0
50,C0000060,4000,2022-03-21,55.0
50,C0000060,4000,2022-03-28,1244.0
50,C0000060,5000,2022-03-14,36.0
50,C0000060,5000,2022-03-21,175.0
50,C0000060,5000,2022-03-28,1223.0
50,C0000068,1000,2022-03-14,44.0
50,C0000068,1000,2022-03-21,59.0
50,C0000068,1000,2022-03-28,100.0
50,C0000068,1000,2022-04-04,20.0
50,C0000068,1000,2022-04-11,2000.0
50,C0000068,2000,2022-03-14,15.0
50,C0000068,2000,2022-03-21,60.0
50,C0000068,2000,2022-03-28,170.0
50,C0000068,3000,2022-03-14,10.0
